distance_km,hour,day_of_week,area_type,historical_speed,eta_minutes
11.69,23,Thursday,commercial,21.55,39.06
11.52,5,Sunday,commercial,25.24,32.86
5.69,23,Tuesday,residential,16.3,20.94
8.29,18,Sunday,residential,16.94,44.04
5.81,17,Tuesday,residential,15.73,33.24
2.1,12,Thursday,commercial,31.45,4.81
15.87,5,Sunday,commercial,37.98,30.09
9.24,19,Friday,residential,27.48,30.26
10.94,4,Friday,commercial,27.25,28.91
5.56,22,Tuesday,residential,25.79,12.94
22.48,22,Friday,residential,20.28,66.51
7.22,21,Friday,residential,29.47,14.7
10.19,12,Thursday,residential,16.55,36.94
15.47,16,Friday,commercial,37.68,29.56
15.38,23,Wednesday,commercial,38.39,28.85
15.74,17,Wednesday,residential,36.94,38.35
18.64,16,Thursday,commercial,20.12,66.7
1.75,23,Friday,residential,33.11,3.17
1.03,20,Wednesday,commercial,28.76,2.58
7.53,7,Tuesday,residential,34.44,13.12
11.91,17,Friday,commercial,33.34,36.44
9.05,6,Wednesday,commercial,15.79,41.27
3.61,19,Monday,commercial,16.13,22.83
15.97,15,Saturday,commercial,32.29,35.61
3.25,10,Thursday,commercial,20.19,16.42
10.44,15,Sunday,residential,30.83,20.32
1.57,5,Monday,commercial,20.26,5.58
19.42,11,Saturday,commercial,35.41,39.49
11.57,23,Friday,commercial,37.95,21.95
11.5,22,Friday,residential,35.55,19.41
11.9,21,Sunday,residential,30.68,23.27
1.41,8,Friday,commercial,38.81,3.71
18.73,16,Thursday,residential,24.89,45.15
17.91,22,Monday,residential,30.18,35.61
18.48,11,Tuesday,commercial,39.19,33.95
4.69,13,Sunday,residential,26.03,10.81
22.88,14,Monday,commercial,19.78,83.28
11.11,6,Thursday,commercial,36.62,21.84
16.83,4,Thursday,commercial,24.53,49.4
5.81,18,Monday,residential,37.84,13.82
14.22,3,Friday,residential,34.35,24.84
13.79,3,Friday,residential,16.58,49.9
17.48,19,Tuesday,commercial,26.17,68.13
20.96,7,Sunday,residential,23.04,54.58
11.97,11,Friday,commercial,17.12,50.34
2.28,4,Friday,commercial,28.86,5.69
5.36,4,Friday,residential,27.41,11.73
19.84,22,Friday,residential,32.15,37.03
14.12,3,Sunday,residential,34.12,24.83
12.24,8,Tuesday,residential,19.13,57.58
12.22,21,Saturday,commercial,22.34,39.38
2.53,9,Thursday,residential,31.73,7.18
15.18,16,Saturday,commercial,20.12,54.32
3.19,2,Sunday,residential,30.25,6.33
18.42,4,Monday,commercial,17.82,74.42
18.96,7,Thursday,commercial,38.35,35.6
17.04,4,Monday,residential,30.93,33.06
21.51,23,Tuesday,residential,15.21,84.85
8.77,0,Thursday,commercial,22.48,28.09
17.1,3,Wednesday,residential,23.73,43.24
10.41,3,Tuesday,commercial,36.74,20.4
19.56,19,Tuesday,residential,15.12,116.43
6.72,3,Friday,commercial,37.58,12.87
15.3,3,Saturday,commercial,37.13,29.67
22.76,7,Sunday,commercial,22.63,72.41
17.58,11,Tuesday,residential,24.78,42.57
4.68,8,Thursday,residential,20.34,20.71
16.45,2,Monday,commercial,19.81,59.79
5.11,13,Wednesday,commercial,34.09,10.79
1.94,2,Wednesday,residential,21.03,5.53
17.95,11,Sunday,commercial,33.6,38.46
5.82,23,Saturday,commercial,34.83,12.03
13.81,15,Monday,residential,28.55,29.02
21.09,7,Wednesday,commercial,38.37,39.57
13.02,3,Monday,commercial,33.13,28.3
17.99,12,Monday,residential,33.39,32.33
15.16,20,Thursday,commercial,23.06,47.33
22.1,17,Monday,commercial,24.45,92.2
13.82,5,Saturday,commercial,28.48,34.94
13.79,17,Friday,residential,31.88,38.93
1.13,13,Tuesday,residential,21.86,3.1
23.6,7,Saturday,residential,21.94,64.54
18.42,5,Monday,residential,27.44,40.28
1.63,4,Friday,residential,31.44,3.11
9.33,20,Sunday,commercial,21.82,30.79
6.21,14,Saturday,commercial,34.66,12.9
8.85,9,Tuesday,residential,33.05,24.1
4.29,2,Sunday,residential,28.9,8.91
8.25,7,Friday,commercial,17.86,33.26
15.46,23,Wednesday,commercial,15.48,71.91
18.99,6,Tuesday,commercial,29.86,45.79
7.25,5,Monday,commercial,29.34,17.79
17.18,23,Friday,commercial,18.0,68.72
20.65,9,Friday,residential,16.01,116.08
11.68,17,Monday,commercial,18.5,64.4
8.77,18,Sunday,residential,30.51,25.87
6.02,13,Thursday,commercial,25.99,16.68
6.73,11,Monday,residential,37.12,10.88
6.81,20,Sunday,residential,37.08,11.02
22.55,18,Sunday,residential,37.17,54.6
7.35,11,Saturday,commercial,25.53,20.73
12.7,23,Saturday,commercial,32.99,27.72
23.8,21,Sunday,commercial,31.02,55.24
5.47,21,Saturday,residential,22.63,14.5
2.06,16,Wednesday,commercial,21.67,6.84
21.2,1,Wednesday,commercial,24.03,63.52
3.64,5,Saturday,commercial,22.34,11.73
18.37,20,Tuesday,commercial,37.3,35.46
7.37,17,Thursday,commercial,23.88,31.48
3.07,20,Monday,commercial,19.47,11.35
17.08,18,Friday,residential,35.89,42.83
15.27,6,Tuesday,commercial,31.01,35.45
8.96,6,Tuesday,commercial,25.08,25.72
20.11,12,Thursday,residential,35.27,34.21
12.74,12,Wednesday,commercial,37.63,24.38
22.9,17,Tuesday,residential,15.85,130.03
8.46,5,Saturday,residential,33.6,15.11
16.83,16,Wednesday,commercial,24.41,49.64
18.7,13,Saturday,residential,22.28,50.36
13.07,3,Thursday,residential,25.63,30.6
8.99,13,Friday,residential,36.93,14.61
18.1,12,Friday,commercial,30.03,43.4
15.74,11,Sunday,commercial,24.73,45.83
5.55,11,Friday,commercial,27.36,14.61
8.07,8,Saturday,residential,34.44,21.09
18.44,2,Thursday,commercial,36.77,36.11
9.41,0,Thursday,residential,33.89,16.66
14.4,2,Tuesday,commercial,30.2,34.33
18.11,8,Sunday,commercial,21.48,86.0
3.06,12,Friday,residential,17.42,10.54
11.35,23,Thursday,commercial,38.82,21.05
11.19,12,Tuesday,residential,33.68,19.93
11.3,14,Tuesday,residential,30.96,21.9
11.6,1,Thursday,residential,39.81,17.48
11.58,15,Thursday,commercial,25.52,32.67
16.16,22,Thursday,commercial,18.26,63.72
18.42,10,Wednesday,commercial,36.22,51.87
14.33,12,Saturday,residential,18.32,46.93
14.74,10,Friday,residential,24.2,54.82
9.11,10,Wednesday,residential,36.59,22.41
14.1,5,Friday,residential,18.26,46.33
11.98,13,Sunday,commercial,18.6,46.37
21.02,7,Saturday,residential,35.85,35.18
19.57,8,Wednesday,residential,29.14,60.44
18.61,9,Saturday,residential,21.52,77.83
10.52,3,Friday,commercial,30.22,25.06
23.57,8,Monday,residential,21.26,99.78
6.63,16,Thursday,residential,29.4,13.53
19.19,0,Friday,residential,29.83,38.6
10.67,15,Tuesday,residential,22.73,28.17
4.58,3,Saturday,residential,18.31,15.01
16.87,9,Sunday,residential,38.88,39.05
12.94,23,Tuesday,commercial,35.26,26.42
9.87,22,Saturday,commercial,30.1,23.61
24.85,0,Monday,commercial,19.42,92.13
4.22,19,Sunday,commercial,32.68,13.17
24.77,0,Wednesday,commercial,29.26,60.95
2.65,19,Monday,residential,19.47,12.25
12.43,19,Monday,residential,36.28,30.84
12.68,3,Monday,commercial,35.11,26.0
13.84,17,Monday,residential,32.25,38.62
24.13,9,Saturday,residential,38.57,56.31
13.37,0,Thursday,residential,37.28,21.52
1.83,8,Friday,commercial,27.72,6.73
10.02,9,Monday,commercial,20.12,50.8
16.25,13,Monday,commercial,27.13,43.13
9.16,15,Thursday,residential,37.08,14.82
23.18,0,Sunday,residential,35.46,39.22
1.93,10,Thursday,residential,38.86,4.47
8.22,23,Saturday,residential,26.0,18.97
8.74,16,Saturday,residential,23.27,22.54
1.97,18,Friday,residential,20.4,8.69
16.99,15,Thursday,commercial,19.54,62.6
17.75,8,Wednesday,residential,36.22,44.11
22.99,13,Tuesday,residential,22.37,61.66
21.09,16,Wednesday,commercial,19.19,79.13
1.2,12,Friday,commercial,15.34,5.63
2.66,15,Saturday,residential,36.11,4.42
22.98,17,Monday,commercial,29.29,80.03
13.15,21,Sunday,residential,21.24,37.15
17.26,15,Monday,commercial,20.98,59.23
13.34,16,Thursday,commercial,17.82,53.9
4.95,20,Tuesday,residential,34.66,8.57
3.15,22,Thursday,commercial,23.43,9.68
11.28,1,Saturday,residential,37.26,18.16
8.96,17,Wednesday,commercial,39.63,23.06
7.41,3,Sunday,residential,31.17,14.26
11.57,20,Monday,residential,25.23,27.51
6.17,14,Wednesday,residential,28.8,12.85
6.07,19,Monday,commercial,35.32,17.53
24.63,9,Wednesday,commercial,33.37,75.28
24.11,21,Tuesday,residential,23.03,62.81
17.28,3,Tuesday,residential,18.53,55.95
22.44,10,Friday,commercial,23.59,97.03
14.1,11,Sunday,commercial,27.55,36.85
4.01,14,Saturday,commercial,35.09,8.23
15.99,3,Thursday,commercial,18.28,62.98
4.9,7,Saturday,commercial,36.39,9.69
16.04,19,Thursday,residential,23.08,62.55
7.79,15,Wednesday,commercial,25.69,21.83
9.47,13,Monday,commercial,38.06,17.91
23.79,16,Tuesday,commercial,19.28,88.84
5.56,15,Wednesday,commercial,27.78,14.41
11.5,2,Saturday,residential,30.48,22.64
11.81,3,Thursday,commercial,35.54,23.93
6.42,8,Wednesday,residential,30.75,18.79
4.33,0,Tuesday,residential,18.31,14.19
21.77,18,Friday,commercial,34.37,64.61
4.34,14,Saturday,residential,26.94,9.67
10.24,8,Tuesday,commercial,28.76,36.32
24.37,11,Friday,residential,30.97,47.21
9.4,1,Saturday,commercial,15.74,43.0
18.52,17,Friday,residential,24.03,69.36
18.21,21,Sunday,commercial,32.96,39.78
13.42,6,Thursday,residential,39.47,20.4
24.09,1,Saturday,residential,38.23,37.81
5.22,11,Saturday,residential,32.73,9.57
19.57,11,Friday,commercial,17.22,81.83
1.96,14,Friday,residential,22.35,5.26
11.53,1,Sunday,residential,16.98,40.74
5.94,13,Monday,residential,32.07,11.11
13.41,5,Sunday,commercial,37.99,25.42
7.52,18,Saturday,residential,20.94,32.32
12.88,1,Friday,commercial,37.64,24.64
1.7,22,Friday,residential,37.69,2.71
2.47,22,Sunday,commercial,26.75,6.65
12.01,3,Friday,commercial,36.95,23.4
13.11,22,Tuesday,commercial,19.24,49.06
19.73,23,Friday,residential,29.14,40.62
4.84,14,Friday,residential,17.91,16.21
7.63,16,Saturday,residential,30.0,15.26
14.29,19,Wednesday,commercial,15.94,91.44
14.77,5,Friday,residential,22.66,39.11
13.64,23,Tuesday,commercial,16.89,58.15
2.62,0,Sunday,commercial,28.94,6.52
24.11,18,Thursday,residential,29.7,73.06
1.74,9,Wednesday,residential,34.24,4.57
2.47,2,Monday,commercial,24.22,7.34
17.75,6,Tuesday,residential,35.04,30.39
24.01,6,Saturday,residential,17.67,81.53
9.97,4,Wednesday,commercial,16.1,44.59
15.88,8,Wednesday,residential,20.14,70.96
14.37,6,Tuesday,residential,39.71,21.71
6.56,13,Friday,residential,27.0,14.58
6.89,14,Sunday,commercial,28.73,17.27
7.11,1,Wednesday,residential,16.31,26.16
24.88,18,Saturday,commercial,20.84,121.77
11.83,21,Thursday,residential,25.48,27.86
19.95,23,Wednesday,commercial,26.63,53.94
8.18,0,Tuesday,commercial,18.75,31.41
12.41,7,Monday,commercial,29.22,30.58
21.61,21,Sunday,commercial,27.6,56.37
10.01,7,Saturday,commercial,21.29,33.85
14.77,3,Tuesday,residential,30.56,29.0
16.33,13,Thursday,commercial,26.0,45.22
10.19,21,Tuesday,residential,16.83,36.33
7.36,10,Friday,residential,26.43,25.06
13.29,5,Friday,commercial,39.51,24.22
23.99,2,Thursday,residential,22.3,64.55
8.63,9,Monday,residential,37.14,20.91
9.93,23,Saturday,commercial,36.37,19.66
21.76,1,Monday,commercial,37.55,41.72
16.6,3,Tuesday,commercial,31.35,38.12
20.05,15,Thursday,commercial,20.57,70.18
4.18,22,Sunday,residential,36.73,6.83
16.55,10,Sunday,commercial,24.69,68.37
1.98,19,Thursday,commercial,38.35,5.27
2.88,13,Tuesday,commercial,34.23,6.06
7.85,6,Wednesday,commercial,28.98,19.5
7.83,13,Sunday,residential,25.93,18.12
24.28,17,Saturday,residential,33.33,65.56
16.9,6,Wednesday,commercial,33.18,36.67
9.46,12,Monday,commercial,17.92,38.01
7.67,2,Thursday,residential,24.06,19.13
10.08,22,Sunday,residential,29.3,20.64
3.81,6,Thursday,commercial,34.1,8.04
20.09,4,Friday,residential,19.53,61.72
3.81,14,Sunday,commercial,27.69,9.91
9.38,21,Thursday,commercial,20.37,33.15
14.66,7,Sunday,residential,19.34,45.48
21.21,16,Saturday,residential,25.32,50.26
15.93,17,Monday,commercial,37.28,43.59
14.94,10,Sunday,commercial,34.08,44.71
24.93,8,Friday,commercial,25.58,99.41
21.83,18,Saturday,residential,24.31,80.82
10.7,0,Sunday,commercial,37.91,20.32
3.11,1,Friday,commercial,32.19,6.96
14.87,21,Tuesday,residential,33.57,26.58
2.13,3,Sunday,commercial,30.58,5.02
5.82,1,Saturday,residential,26.05,13.4
15.05,19,Friday,residential,32.47,41.72
3.2,18,Wednesday,residential,37.29,7.72
16.72,17,Tuesday,commercial,23.31,73.16
2.37,8,Saturday,commercial,28.95,8.35
5.21,22,Wednesday,commercial,21.47,17.47
11.85,2,Sunday,commercial,37.54,22.73
23.21,11,Friday,commercial,38.16,43.79
4.12,10,Friday,commercial,37.95,11.07
16.93,8,Friday,residential,23.26,65.51
11.4,10,Saturday,commercial,35.45,32.8
21.82,13,Tuesday,residential,15.14,86.47
7.51,8,Thursday,commercial,20.29,37.75
10.92,8,Friday,residential,32.7,30.06
24.33,4,Thursday,commercial,31.69,55.28
17.65,5,Sunday,commercial,39.95,31.81
3.17,13,Tuesday,residential,24.1,7.89
14.34,5,Thursday,residential,15.71,54.77
6.43,13,Monday,residential,31.49,12.25
1.44,11,Friday,residential,24.99,3.46
24.95,1,Wednesday,commercial,29.55,60.79
19.79,18,Thursday,commercial,22.93,88.03
11.31,16,Saturday,commercial,26.33,30.93
14.95,7,Thursday,residential,15.06,59.56
8.25,12,Sunday,commercial,33.91,17.52
12.53,20,Wednesday,commercial,36.65,24.62
15.05,23,Monday,residential,39.32,22.97
11.9,14,Monday,commercial,23.1,37.09
15.31,19,Sunday,commercial,20.82,75.01
9.71,9,Wednesday,residential,15.17,57.61
1.42,21,Tuesday,residential,38.13,2.23
15.54,3,Thursday,commercial,32.21,34.74
3.58,2,Friday,commercial,33.91,7.6
9.42,3,Wednesday,residential,39.21,14.41
7.52,6,Wednesday,residential,23.47,19.22
20.33,8,Friday,commercial,29.59,70.08
14.58,3,Thursday,residential,32.77,26.7
5.53,10,Tuesday,commercial,33.31,16.93
19.52,16,Friday,residential,18.73,62.53
20.77,19,Tuesday,commercial,25.66,82.56
21.56,9,Saturday,commercial,25.77,85.34
9.67,23,Wednesday,residential,37.98,15.28
10.15,15,Wednesday,commercial,20.55,35.56
18.39,10,Sunday,commercial,32.48,57.75
18.52,8,Monday,commercial,20.11,93.94
22.08,23,Sunday,commercial,20.94,75.92
18.54,10,Friday,commercial,38.71,48.85
10.53,18,Monday,commercial,22.92,46.86
18.28,0,Wednesday,commercial,18.73,70.27
9.57,4,Tuesday,residential,36.43,15.76
7.09,12,Friday,commercial,25.93,19.69
15.44,20,Sunday,commercial,24.82,44.79
9.45,21,Tuesday,commercial,39.29,17.32
12.41,15,Friday,residential,18.21,40.89
3.92,16,Friday,residential,27.8,8.46
10.47,14,Saturday,residential,22.73,27.64
17.32,7,Wednesday,commercial,29.09,42.87
17.78,8,Monday,residential,30.83,51.9
8.98,21,Saturday,commercial,30.76,21.02
12.39,7,Tuesday,residential,17.27,43.05
2.53,15,Wednesday,residential,32.04,4.74
12.94,23,Tuesday,commercial,35.0,26.62
24.83,8,Thursday,commercial,31.2,81.17
3.3,13,Thursday,residential,19.64,10.08
18.48,1,Tuesday,residential,15.58,71.17
6.42,21,Wednesday,residential,23.86,16.14
18.93,7,Wednesday,residential,39.5,28.75
15.45,0,Thursday,residential,37.5,24.72
1.99,10,Saturday,residential,20.48,8.75
18.38,19,Sunday,residential,36.25,45.63
2.29,6,Wednesday,commercial,37.82,4.36
9.99,16,Friday,commercial,38.92,18.48
17.85,9,Sunday,residential,34.69,46.31
2.64,15,Thursday,residential,27.74,5.71
7.74,9,Sunday,commercial,21.66,36.45
9.98,3,Thursday,commercial,17.17,41.85
12.76,13,Thursday,commercial,29.6,31.04
20.93,23,Tuesday,residential,36.39,34.51
24.4,16,Wednesday,commercial,38.3,45.87
15.43,9,Friday,commercial,33.47,47.02
15.2,6,Wednesday,commercial,33.51,32.66
14.64,15,Saturday,residential,38.97,22.54
7.27,16,Saturday,commercial,23.16,22.6
1.76,21,Saturday,residential,24.57,4.3
13.28,16,Wednesday,residential,19.06,41.8
9.48,17,Tuesday,residential,23.35,36.54
4.7,11,Saturday,residential,24.4,11.56
1.9,0,Sunday,residential,36.97,3.08
6.11,7,Monday,residential,24.46,14.99
17.52,20,Friday,commercial,37.4,33.73
14.77,10,Tuesday,commercial,37.73,39.93
9.22,5,Wednesday,commercial,29.76,22.31
15.74,6,Monday,commercial,18.41,61.56
16.37,12,Monday,residential,27.82,35.31
3.08,2,Tuesday,residential,32.35,5.71
5.54,22,Sunday,residential,21.15,15.72
20.59,10,Friday,residential,34.09,54.36
17.37,16,Monday,commercial,36.26,34.49
17.18,22,Friday,commercial,33.96,36.42
9.95,12,Thursday,residential,31.06,19.22
22.14,22,Friday,commercial,37.63,42.36
15.2,14,Monday,commercial,33.57,32.6
24.77,13,Wednesday,residential,15.06,98.69
1.05,4,Thursday,residential,37.58,1.68
21.17,8,Tuesday,residential,34.86,54.66
1.47,0,Tuesday,commercial,18.62,5.68
16.98,6,Tuesday,residential,23.52,43.32
9.0,21,Sunday,residential,24.16,22.35
13.34,16,Tuesday,residential,38.55,20.76
22.3,5,Monday,commercial,32.0,50.17
5.71,6,Monday,residential,30.65,11.18
17.83,5,Saturday,commercial,34.43,37.29
4.91,19,Friday,residential,36.55,12.09
6.72,4,Monday,commercial,23.93,20.22
20.38,16,Thursday,residential,30.32,40.33
20.32,15,Sunday,commercial,26.3,55.63
18.88,22,Saturday,commercial,35.94,37.82
12.48,23,Tuesday,commercial,15.04,59.74
11.77,4,Saturday,commercial,38.29,22.13
17.48,15,Tuesday,commercial,21.96,57.31
2.92,18,Wednesday,residential,27.32,9.62
13.74,22,Friday,commercial,29.16,33.93
13.3,21,Wednesday,commercial,39.64,24.16
21.22,19,Tuesday,residential,38.7,49.35
5.39,23,Wednesday,commercial,37.6,10.32
6.47,17,Thursday,commercial,27.04,24.41
2.83,22,Wednesday,commercial,38.32,5.32
6.96,22,Friday,residential,30.66,13.62
16.66,21,Monday,commercial,36.41,32.94
1.71,6,Tuesday,residential,15.05,6.82
16.84,10,Saturday,residential,25.67,59.04
11.18,17,Thursday,residential,39.78,25.29
24.64,1,Tuesday,commercial,23.29,76.17
13.71,0,Monday,commercial,27.63,35.73
4.47,20,Tuesday,commercial,38.58,8.34
6.66,23,Tuesday,residential,18.49,21.61
5.05,10,Friday,residential,22.93,19.82
11.18,17,Tuesday,residential,34.2,29.42
16.29,7,Saturday,commercial,32.11,36.53
10.47,5,Wednesday,commercial,38.89,19.38
11.39,12,Sunday,commercial,30.79,26.63
8.82,16,Thursday,residential,27.41,19.31
4.44,3,Thursday,commercial,38.8,8.24
24.49,6,Tuesday,commercial,36.76,47.97
17.42,11,Monday,residential,39.03,26.78
14.99,23,Sunday,residential,32.14,27.98
5.89,6,Saturday,commercial,35.27,12.02
15.49,10,Sunday,commercial,28.06,56.31
7.4,14,Saturday,residential,39.13,11.35
19.76,16,Tuesday,residential,29.57,40.09
14.01,5,Sunday,residential,16.81,50.01
10.35,13,Tuesday,commercial,23.14,32.2
18.93,2,Thursday,commercial,29.13,46.79
9.99,13,Saturday,commercial,39.67,18.13
2.56,12,Friday,commercial,29.65,6.22
10.67,15,Tuesday,commercial,28.42,27.03
13.83,4,Monday,residential,17.06,48.64
16.01,20,Sunday,residential,21.44,44.8
1.45,6,Sunday,commercial,20.74,5.03
24.38,12,Wednesday,residential,19.82,73.8
12.35,4,Sunday,residential,34.42,21.53
16.06,0,Tuesday,residential,23.77,40.54
18.3,13,Saturday,commercial,18.17,72.52
13.02,7,Thursday,residential,18.26,42.78
9.28,19,Tuesday,residential,26.62,31.37
24.07,23,Wednesday,residential,19.55,73.87
14.39,23,Thursday,residential,26.36,32.75
15.25,7,Monday,commercial,33.17,33.1
14.78,5,Monday,residential,28.71,30.89
1.57,23,Friday,residential,25.25,3.73
10.34,22,Wednesday,commercial,38.32,19.43
10.16,21,Saturday,commercial,21.36,34.25
23.56,23,Wednesday,residential,25.08,56.36
12.69,0,Saturday,residential,32.95,23.11
17.01,13,Tuesday,commercial,29.97,40.86
3.79,21,Tuesday,commercial,31.79,8.58
18.04,10,Thursday,commercial,31.6,58.23
24.17,22,Tuesday,commercial,31.45,55.33
16.61,10,Monday,commercial,32.26,52.52
16.2,11,Friday,residential,37.02,26.26
23.37,12,Tuesday,residential,18.2,77.04
18.47,6,Tuesday,commercial,16.95,78.46
14.67,13,Wednesday,residential,31.54,27.91
6.06,13,Monday,residential,34.55,10.52
21.68,11,Sunday,residential,21.84,59.56
17.45,4,Thursday,commercial,22.52,55.79
8.7,9,Sunday,commercial,35.86,24.75
8.51,2,Sunday,residential,27.4,18.64
18.72,16,Thursday,residential,18.34,61.24
13.77,16,Thursday,residential,23.27,35.5
24.24,10,Thursday,commercial,15.71,157.38
21.02,19,Wednesday,residential,38.79,48.77
11.57,9,Wednesday,commercial,25.44,46.39
11.48,8,Monday,residential,22.01,46.94
15.75,22,Wednesday,commercial,28.88,39.27
19.73,5,Monday,commercial,23.56,60.3
3.74,12,Sunday,residential,27.59,8.13
12.39,2,Friday,commercial,39.79,22.42
15.25,15,Wednesday,residential,36.69,24.94
22.42,8,Monday,residential,32.18,62.7
20.29,21,Tuesday,residential,31.0,39.27
20.44,16,Tuesday,residential,20.23,60.62
7.71,3,Sunday,commercial,21.26,26.11
9.95,2,Sunday,commercial,37.18,19.27
4.15,10,Saturday,commercial,19.23,22.01
13.72,22,Monday,residential,33.53,24.55
3.42,10,Tuesday,commercial,27.27,12.79
23.44,13,Wednesday,residential,25.94,54.22
17.99,3,Friday,commercial,25.55,50.7
22.49,3,Friday,residential,16.06,84.02
24.48,11,Friday,residential,23.67,62.05
5.3,14,Thursday,residential,27.14,11.72
1.02,9,Friday,commercial,18.45,5.64
16.75,17,Friday,residential,30.99,48.64
9.28,18,Sunday,commercial,18.41,51.42
4.41,4,Thursday,residential,15.85,16.69
19.1,17,Wednesday,commercial,18.56,104.97
20.33,14,Thursday,commercial,15.82,92.53
5.78,11,Tuesday,residential,23.24,14.92
2.56,7,Wednesday,commercial,37.78,4.88
20.84,1,Thursday,commercial,21.56,69.6
4.48,23,Friday,residential,35.66,7.54
10.45,1,Saturday,residential,20.34,30.83
16.21,9,Thursday,residential,18.55,78.65
7.85,12,Monday,commercial,30.92,18.28
4.49,6,Thursday,residential,21.85,12.33
10.32,17,Sunday,commercial,24.31,43.3
16.93,3,Thursday,residential,27.63,36.76
24.55,8,Wednesday,commercial,37.93,66.02
14.29,17,Saturday,residential,39.89,32.24
19.73,11,Sunday,commercial,23.2,61.23
1.42,12,Thursday,commercial,18.32,5.58
19.86,20,Monday,residential,33.67,35.39
5.87,17,Friday,commercial,29.22,20.49
